,Date Occurred,Crime Code,MO Codes,Address,Cross Street,Location,lat_lng,Zipcode
292548,01/20/2016,121,2000 1813 0444 0369 0527 0536 0537,900 S  LAKE                         ST,,"(34.0539, -118.2799)","[34.0539, -118.2799]",90057
292658,04/19/2016,121,0500 0913 0416 0444 0408 0527 0537 2000,700    GARLAND                      AV,,"(34.0517, -118.2663)","[34.0517, -118.2663]",90017
292708,05/18/2016,121,2000 1401 1402 1409 1415 1813 0537 0527 0319 0522,300 N  ALVARADO                     ST,,"(34.0677, -118.2731)","[34.0677, -118.2731]",90057
293119,06/02/2016,121,0319 0444 0408 0416 0519 0527 1415 1409 2001 2000,1600 W  3RD                          ST,,"(34.0621, -118.2619)","[34.0621, -118.2619]",90071
293773,06/25/2016,121,1402 1415 1409 0334 0449 0432 0507 0527 0537 0305,2200 W  6TH                          ST,,"(34.0601, -118.2761)","[34.0601, -118.2761]",90057
293776,06/29/2016,121,0416 0429 0537 0369 0444 1415,ALVARADO,8TH                          ST,"(34.0549, -118.2778)","[34.0549, -118.2778]",90057
293794,01/19/2016,121,0913 0532 1206 0443,1900    MIRAMAR                      ST,,"(34.0632, -118.2693)","[34.0632, -118.2693]",90057
293913,06/22/2016,121,0400 0432 0500 1218 1415,4200    MELROSE                      AV,,"(34.0873, -118.296)","[34.0873, -118.296]",90029
294242,07/12/2016,121,0500 0527,ALVARADO                     ST,3RD                          ST,"(34.063, -118.2727)","[34.063, -118.2727]",90057
294477,07/23/2016,121,0448 0522 0369 0432 1802,1900 W  OLYMPIC                      BL,,"(34.0507, -118.2776)","[34.0507, -118.2776]",90057
295085,08/22/2016,121,1402 1415 0500 0913 0527 0537 0536 0526 0510 0906,700 S  WESTLAKE                     AV,,"(34.0559, -118.2756)","[34.0559, -118.2756]",90057
295220,08/26/2016,121,0510 0522 0500 0527 0537 0503 0448 0505 0444 0507,BELLEVUE                     AV,HOOVER                       ST,"(34.08, -118.2881)","[34.08, -118.2881]",90029
295251,08/29/2016,121,2000 1415 0416 0500,100 S  CARONDELET                   ST,,"(34.0686, -118.2746)","[34.0686, -118.2746]",90057
295288,08/24/2016,121,0305 0448 0421 0519 0500,7TH                          ST,PARK VIEW,"(34.0584, -118.281)","[34.0584, -118.281]",90057
295297,08/16/2016,121,1258 0913 0522 0360,400    PARKMAN                      AV,,"(34.0763, -118.277)","[34.0763, -118.277]",90026
295370,09/03/2016,121,0429 0342 0400 0537 1415 1409 0444,1200 W  3RD                          ST,,"(34.0621, -118.2619)","[34.0621, -118.2619]",90071
295372,09/03/2016,121,0500 2000 0416 1813 1415 1409 0432,100 S  WESTLAKE                     AV,,"(34.066, -118.2689)","[34.066, -118.2689]",90057
295444,08/28/2016,121,1262 0532 0913 1206 2002,800 E  KENSINGTON                   RD,,"(34.0706, -118.2526)","[34.0706, -118.2526]",90026
295663,09/13/2016,121,0400,700 S  WESTLAKE                     AV,,"(34.0559, -118.2756)","[34.0559, -118.2756]",90057
295693,09/17/2016,121,1259 0400 0429 0527 1409 1415,3RD                          ST,CORONADO                     ST,"(34.0657, -118.278)","[34.0657, -118.278]",90057
295723,09/18/2016,121,0418 0405 1402 0334 0302 0365 0906,600 N  VERMONT                      AV,,"(34.0818, -118.2917)","[34.0818, -118.2917]",90029
295730,08/10/2016,121,0500 1258 0556 0522 0551 0527,600 S  WESTLAKE                     AV,,"(34.059, -118.2736)","[34.059, -118.2736]",90057
295762,09/13/2016,121,2004 1268 0500 1501,6TH,LOMA,"(34.0569, -118.2689)","[34.0569, -118.2689]",90057
296288,10/10/2016,121,0527 0444 0432 1008 0448 0429 1402 1218,OAKWOOD,MADISON,"(34.0777, -118.2892)","[34.0777, -118.2892]",90029
296849,10/16/2016,121,0448 0522 0527 1309 1822,6TH                          ST,PARK VIEW                    ST,"(34.0609, -118.278)","[34.0609, -118.278]",90057
297032,11/09/2016,121,0342 0432 0537 0500 0527 0512,ALVARADO                     ST,6TH                          ST,"(34.0596, -118.2749)","[34.0596, -118.2749]",90057
297142,10/08/2016,121,2001 1415 1262 0537 0527 1010 0913 0532,300 N  VERMONT                      AV,,"(34.0777, -118.2961)","[34.0777, -118.2961]",90004
297233,10/27/2016,121,1259 1251 0527 0556,300    LUCAS                        AV,,"(34.0583, -118.2616)","[34.0583, -118.2616]",90071
297325,10/15/2016,121,2000 1814 0400 0500,300 S  ALVARADO                     ST,,"(34.061, -118.2775)","[34.061, -118.2775]",90057
297448,12/01/2016,121,0334 0908 0445 0411 0432,1000 S  BONNIE BRAE                  ST,,"(34.0507, -118.2776)","[34.0507, -118.2776]",90057
297473,11/30/2016,121,1415 1409 1402 0500 0510 0522 0537 0527 0558 1259,200    COLUMBIA                     PL,,"(34.0611, -118.2623)","[34.0611, -118.2623]",90071
297762,12/13/2016,121,1402 0500 0507 1415 1409 1810 0421 0443 0432 0527,1200 S  BONNIE BRAE                  ST,,"(34.0477, -118.2794)","[34.0477, -118.2794]",90006
298195,01/01/2016,121,1822 0537 1415 1409 1402 0344 0321 0429 0527 0416,4400 W  MARTIN LUTHER KING JR        BL,,"(34.0169, -118.3451)","[34.0169, -118.3451]",90008
298204,01/09/2016,121,1415 1251 1822 0449 0527 1409 1402 0507 0419 0550,W  35TH                         PL,S  GRAMERCY                     PL,"(34.0237, -118.3138)","[34.0237, -118.3138]",90018
298231,03/05/2016,121,0530 0527 0522 0516 1309 0536 0443 1415 1409 1402,4900    CRENSHAW                     BL,,"(33.9985, -118.3308)","[33.9985, -118.3308]",90043
298254,03/27/2016,121,1309 0418 0527 0344 0112 1415 1401 1402 1822 0334,W  28TH                         ST,S  WESTERN                      AV,"(34.03, -118.3089)","[34.03, -118.3089]",90018
298287,05/20/2016,121,0444 1262 1206 1415 0527 1820 1414,3400    9TH                          AV,,"(34.0256, -118.3272)","[34.0256, -118.3272]",90018
298315,07/04/2016,121,0408 0419 0416 0421 0512 0527 1415 0432 1414 1820,4800    AUGUST                       ST,,"(34.0173, -118.3516)","[34.0173, -118.3516]",90008
298316,06/25/2016,121,0432 0400 0527 1309 0510 0913 0334,11TH                         AV,W  VERNON                       AV,"(34.0037, -118.3294)","[34.0037, -118.3294]",90043
298394,09/08/2016,121,1415 1409 0527 0500 1262 0413 1823,2300    SCARFF                       ST,,"(34.0347, -118.2809)","[34.0347, -118.2809]",90007
298407,09/21/2016,121,0913 0527 1415 1409 1402 1414 0516,2200 W  30TH                         ST,,"(34.0274, -118.3152)","[34.0274, -118.3152]",90018
298414,09/28/2016,121,1412 1415 1206 0913 0500 0503 0522 0537,1500 W  MARTIN LUTHER KING JR        BL,,"(34.0109, -118.3034)","[34.0109, -118.3034]",90062
298429,10/09/2016,121,1409 1415 1402 1022 0416 0446 0526 0507 0527 0519,23RD,CIMARRON,"(34.036, -118.3155)","[34.036, -118.3155]",90018
298465,11/07/2016,121,1206 1822 0551 0503 0527 0537 1415 1311,2400    RAYMOND                      AV,,"(34.0346, -118.2975)","[34.0346, -118.2975]",90007
298495,12/02/2016,121,0400 0416 0500 0516 0527 1402 1415 0550 1817,5100    CRENSHAW                     BL,,"(33.9964, -118.3308)","[33.9964, -118.3308]",90043
298527,12/30/2016,121,1251 1262 1823 1205 0527 1415 1402 1409,1900    ROCHESTER                    CI,,"(34.0211, -118.3145)","[34.0211, -118.3145]",90018
299277,01/25/2016,121,2000 1415 1409 1402 0527 1813 0400 0515 0537 0516,4100 S  FIGUEROA                     ST,,"(34.0074, -118.285)","[34.0074, -118.285]",90037
299706,02/07/2016,121,1822 1309 1310 0527 1206 0537 0510 0522 1409 1415,1200 W  37TH                         PL,,"(34.02, -118.2944)","[34.02, -118.2944]",90007
299970,02/15/2016,121,2000 1820 0448 0527 1415 1409 0419 2002 1414,4300 W  ADAMS                        BL,,"(34.0326, -118.3344)","[34.0326, -118.3344]",90018
299975,02/14/2016,121,1251 1259 1822 0444 0537 0527 1415 1409,FIGUEROA                     ST,W  VERNON                       AV,"(34.0038, -118.2827)","[34.0038, -118.2827]",90037
300203,02/19/2016,121,1402 2000 1814 0536 1415 1414 0504 1816 0507 0527,1000 W  MARTIN LUTHER KING JR        BL,,"(34.0109, -118.2915)","[34.0109, -118.2915]",90037
300475,02/18/2016,121,1309 2000 0527 1240 0537 1814 0913 0510 0400 0516,HAUSER,ADAMS                        BL,"(34.0325, -118.3626)","[34.0325, -118.3626]",90016
300698,03/05/2016,121,1259 1814 0527 1415 1409 1402,800 W  43RD                         ST,,"(34.0055, -118.2872)","[34.0055, -118.2872]",90037
300856,03/03/2016,121,1251 1258 0556 0527,2100 W  30TH                         ST,,"(34.0274, -118.312)","[34.0274, -118.312]",90018
301020,03/16/2016,121,1310 1309 0446 0527 1218 1822 0537 0416,CRENSHAW                     BL,MARTIN LUTHER KING JR        BL,"(34.011, -118.3351)","[34.011, -118.3351]",90008
301189,03/22/2016,121,0549 1817 0334 0507 0500 0527 1402 1415 0913,4200    PALMWOOD                     DR,,"(34.0137, -118.3435)","[34.0137, -118.3435]",90008
301856,04/08/2016,121,1414 0408 2000 1415 1409 1814 0448 0527 0536 0537,2600 S  LONGWOOD                     AV,,"(34.0325, -118.3496)","[34.0325, -118.3496]",90016
302404,04/24/2016,121,2000 1241 1813 0527 1415 1402 1409 1401 1414,600 W  41ST                         PL,,"(34.0079, -118.2842)","[34.0079, -118.2842]",90037
302644,04/13/2016,121,0400 0503 0515 0516 0522 0527 0913 1804 0444,1700 W  VERNON                       AV,,"(34.0073, -118.3108)","[34.0073, -118.3108]",90062
302950,05/03/2016,121,1259 0537 0527 1415,SYCAMORE,JEFFERSON,"(34.0255, -118.357)","[34.0255, -118.357]",90016
303305,05/18/2016,121,1415 1409 0913 0329 0416 0504 0537 0443 0422,3000 S  LA BREA                      AV,,"(34.0272, -118.3537)","[34.0272, -118.3537]",90016
303348,05/16/2016,121,1414 0419 0400 2000 0527 1243 1813,1300 W  38TH                         ST,,"(34.0173, -118.3002)","[34.0173, -118.3002]",90062
303498,05/21/2016,121,0536 0537 0400 0527 0532 0516 0507 1822,2600    LA SALLE                     AV,,"(34.0327, -118.3054)","[34.0327, -118.3054]",90018
303705,05/28/2016,121,0500 1402 1409 0527 0400,1100 W  27TH                         ST,,"(34.0303, -118.284)","[34.0303, -118.284]",90007
303753,05/30/2016,121,1822 0358 0448 1415 0515 0507 1309 0334 0302 1407,3900    ROXANNE                      AV,,"(34.0162, -118.3482)","[34.0162, -118.3482]",90008
303927,06/04/2016,121,1402 1251 1815 0527 0913 1409,1200    ROLLAND CURTIS               PL,,"(34.0165, -118.2988)","[34.0165, -118.2988]",90037
303986,06/04/2016,121,1218 1309 0913 0527 1415 1409,4800    TACANA                       ST,,"(34.0163, -118.3516)","[34.0163, -118.3516]",90008
304461,06/17/2016,121,0500 1822 2003,3000    STOCKER                      PL,,"(34.0075, -118.3256)","[34.0075, -118.3256]",90062
305122,07/05/2016,121,0500 0527 1814 1206 1415 1402,1400 W  35TH                         ST,,"(34.0246, -118.3002)","[34.0246, -118.3002]",90018
305179,06/28/2016,121,0432 1822 0500 0400,MARTIN LUTHER KING JR        BL,CRENSHAW                     BL,"(34.011, -118.3351)","[34.011, -118.3351]",90008
305370,07/10/2016,121,0500 1402 0527 0448 1822 1415,4700    DON MIGUEL                   DR,,"(34.0038, -118.3573)","[34.0038, -118.3573]",90008
306048,07/01/2016,121,0500 0527 0418,5000    7TH                          AV,,"(33.9978, -118.3247)","[33.9978, -118.3247]",90062
306162,07/15/2016,121,1820 0507 0527 0413 2002 1815 1402,1400 W  29TH                         ST,,"(34.0307, -118.2923)","[34.0307, -118.2923]",90007
306381,08/09/2016,121,1402 1822 0448 0340 0527,43RD                         ST,BUDLONG                      ST,"(34.0055, -118.2959)","[34.0055, -118.2959]",90037
306438,08/11/2016,121,1402 1822 1415 1309 0507 0526 0527 0537 0549 0400,1800 W  38TH                         ST,,"(34.0174, -118.3132)","[34.0174, -118.3132]",90018
306891,08/20/2016,121,0500 0522 0527 0913 1251 1815 1402 1415,3700    MCCLINTOCK                   AV,,"(34.0204, -118.29)","[34.0204, -118.29]",90007
307099,08/26/2016,121,1817 0527 0507 1409 1415 1402,4300    CRENSHAW                     BL,,"(34.0054, -118.3338)","[34.0054, -118.3338]",90008
307104,08/27/2016,121,0913 0527 0501 1415 1402,4400    CRENSHAW                     BL,,"(34.0036, -118.3319)","[34.0036, -118.3319]",90043
307112,08/28/2016,121,0527 1415 1402 1309 1310 1251,2600    MENLO                        AV,,"(34.0328, -118.2903)","[34.0328, -118.2903]",90007
307336,08/15/2016,121,1251 1259 0527 0913 0532 0537 0516,3500 S  WESTERN                      AV,,"(34.0219, -118.3133)","[34.0219, -118.3133]",90018
307353,09/03/2016,121,1402 2000 1821 0448 0444 0421 0527 0515 1415 0429,2900 S  COCHRAN                      AV,,"(34.0291, -118.3669)","[34.0291, -118.3669]",90016
308061,09/18/2016,121,0913 0507 0527 1402 1415,CRENSHAW                     BL,MARTIN LUTHER KING JR        BL,"(34.011, -118.3351)","[34.011, -118.3351]",90008
308124,09/20/2016,121,0500,900 W  42ND                         ST,,"(34.0074, -118.29)","[34.0074, -118.29]",90037
308201,09/25/2016,121,1206 0500 0527 1402 1415 0913 1414,700 W  28TH                         ST,,"(34.0264, -118.278)","[34.0264, -118.278]",90007
308339,09/24/2016,121,0527 1822,28TH                         ST,HOOVER                       ST,"(34.029, -118.284)","[34.029, -118.284]",90007
308473,09/30/2016,121,1218 0913 1501,KANSAS,MARTIN LUTHER KING JR,"(34.0146, -118.2872)","[34.0146, -118.2872]",90037
308489,10/01/2016,121,0500 1814 0416 0527 0507,3800    GIBRALTAR                    AV,,"(34.0173, -118.3547)","[34.0173, -118.3547]",90008
308642,08/27/2016,121,1823 0537 0550 0527 0512 0342 1415,ADAMS                        BL,RAYMOND                      AV,"(34.0328, -118.2975)","[34.0328, -118.2975]",90007
308687,10/01/2016,121,0500 0527 1402,2800 S  FIGUEROA                     ST,,"(34.0262, -118.2772)","[34.0262, -118.2772]",90007
308779,10/08/2016,121,1251 1259 0360 1415 1409 0522 0527 0532 0510 0409,4600    DON MIGUEL                   DR,,"(34.0055, -118.3562)","[34.0055, -118.3562]",90008
308780,10/08/2016,121,1822 0443 0421 0537 0507 0527 0532 0319 1309,41ST,DALTON,"(34.0085, -118.3034)","[34.0085, -118.3034]",90062
308792,10/07/2016,121,0527 1822 1251 1262,28TH                         ST,FIGUEROA                     ST,"(34.0264, -118.278)","[34.0264, -118.278]",90007
309072,09/10/2016,121,1206 1251 0913 0527,3100    MCCLINTOCK                   AV,,"(34.0268, -118.2896)","[34.0268, -118.2896]",90007
309118,10/16/2016,121,1251 1259 1262,3500 W  27TH                         ST,,"(34.0306, -118.3224)","[34.0306, -118.3224]",90018
309195,10/18/2016,121,1215 1276 0334 0507 0527 1415 1402 1822,5000    7TH                          AV,,"(33.9978, -118.3247)","[33.9978, -118.3247]",90062
309278,09/02/2016,121,1206 1817 1402 0527,1600 W  27TH                         ST,,"(34.0309, -118.2974)","[34.0309, -118.2974]",90007
309300,10/20/2016,121,1309 1415 1607 0527 0510 0501 0547 0358 0432 2000,2500    CLYDE                        AV,,"(34.0341, -118.3664)","[34.0341, -118.3664]",90016
309478,10/25/2016,121,1822 0334 0515 0527 0319 0432 0408 1415,FARMDALE                     AV,EXPOSITION                   BL,"(34.0215, -118.346)","[34.0215, -118.346]",90008
309635,10/30/2016,121,0500 1251 0527 1402 1822 1409 1415,1900 W  29TH                         ST,,"(34.0291, -118.306)","[34.0291, -118.306]",90018
309881,11/05/2016,121,1415 1402 0500,500 W  27TH                         ST,,"(34.0268, -118.2753)","[34.0268, -118.2753]",90007
310308,11/16/2016,121,0913 1206 0500 0527 0400 1415 1259 1251 1262,4500    SANTA ROSALIA                DR,,"(34.0151, -118.3472)","[34.0151, -118.3472]",90008
310406,11/18/2016,121,1202 0500 1822 0527 1402 1415,3700 W  VIEW PARK,,"(34.0126, -118.3403)","[34.0126, -118.3403]",90008
310805,10/31/2016,121,1257 0552 0527,4700    COLISEUM                     ST,,"(34.0177, -118.3488)","[34.0177, -118.3488]",90008
310857,08/21/2016,121,0500 1251 1259 0532 0444 0527 0522 1823,EXPOSITION                   BL,S  VERMONT                      AV,"(34.0182, -118.2915)","[34.0182, -118.2915]",90007
310889,06/01/2016,121,0913 0550 1818 0512 0527 0532 0516,2600    CLYDE                        AV,,"(34.0325, -118.3669)","[34.0325, -118.3669]",90016
311149,11/20/2016,121,0500 0400 1501 1822,2400 S  WESTERN                      AV,,"(34.0347, -118.309)","[34.0347, -118.309]",90018
311622,12/14/2016,121,2000 1814 0448 0516 0537 0527 0426 1309 1414,1200 W  38TH                         ST,,"(34.0173, -118.2973)","[34.0173, -118.2973]",90037
311820,12/27/2016,121,1402 0516 0448 0527 0537 2000 1243 1813 1409,4500    DON MILAGRO                  DR,,"(34.0083, -118.3532)","[34.0083, -118.3532]",90008
311982,02/12/2016,121,0327 0448 2002 0522 0504 0515 0507 0550 0444 0421,2200    PASADENA                     AV,,"(34.0752, -118.2188)","[34.0752, -118.2188]",90031
312189,07/19/2016,121,0342 0400 0443 0503 0512 0516 0522 0531 1415,3100 E  1ST                          ST,,"(34.0395, -118.2003)","[34.0395, -118.2003]",90063
312190,07/24/2016,121,1415 0556 0527,4300    ESMERALDA                    ST,,"(34.0832, -118.1933)","[34.0832, -118.1933]",90032
312205,07/28/2016,121,1402 0416 0527 1313 0319 0444,SOTO                         ST,CESAR E CHAVEZ               AV,"(34.0468, -118.2078)","[34.0468, -118.2078]",90033
312219,08/06/2016,121,0400 1415 1258 0448 0552 0501 0503 0510 0516 0522,EUCLID,6TH,"(34.0445, -118.2116)","[34.0445, -118.2116]",90033
312230,08/16/2016,121,0400 1415 1259 2000 2001 0421 0334 0416 0444 0448,5200    ITHACA                       AV,,"(34.0742, -118.1731)","[34.0742, -118.1731]",90032
312297,10/09/2016,121,1415 0400 0342 1251 1259 0429 0537 2004 0503,EASTERN,GAMBIER,"(34.0887, -118.1785)","[34.0887, -118.1785]",90032
312336,09/08/2016,121,1813 1243 2000 0527 0537 2002,4800    EDISON                       ST,,"(34.0887, -118.1809)","[34.0887, -118.1809]",90032
312415,01/01/2016,121,1814 0536 0537 0527 1415 1206 2002 0429 0408 0400,4400    RADIUM                       DR,,"(34.0796, -118.1949)","[34.0796, -118.1949]",90032
313037,01/31/2016,121,1402 0558 2002 1206 1501 1415,2100 N  MARIANNA                     AV,,"(34.0675, -118.1767)","[34.0675, -118.1767]",90032
313458,02/14/2016,121,0537 0503 0522 0527 0361 1251 1259 0510 1415,GRANDE VISTA,HUNTER,"(34.0216, -118.2095)","[34.0216, -118.2095]",90023
313641,02/21/2016,121,1813 2002 0448 0444 0537 0522 0527,5300    HUNTINGTON                   DR,,"(34.0909, -118.1652)","[34.0909, -118.1652]",90032
313790,03/01/2016,121,0448 0444 0429 0522 0518,HOLLENBECK                   DR,BOYLE,"(34.0379, -118.2194)","[34.0379, -118.2194]",90033
313932,03/09/2016,121,1309 0421 0413 0500,300 S  SAINT LOUIS                  ST,,"(34.0432, -118.2149)","[34.0432, -118.2149]",90033
